,FILE NO,DIVISION,MODE OF TRANSPORTATION,BUSINESS LINE,SALESMAN CODE,SALESMAN NAME,REPORT DATE,CUSTOMER CODE,CUSTOMER NAME,PORT OF LOAD NAME,PORT OF LOAD COUNTRY,PORT OF DCHG NAME,PORT OF DCHG COUNTRY,GROSS WEIGHT,REVENUE,PROFIT,TOTAL BILLED TO ACCOUNT,STATUS,CONTROLLER,INV DATE,DATE INVOICED,LAST EVENT NAME
10223,7100090,77,40.0,15.0,28.0,JODI O, 5/23/2021,GCFOO01,G&C FOODS DISTRIBUTORS AND BROKERS,PORT EVERGLADES,US,RIO HAINA,DO,15097.976,25,25,25,ARRIVED DESTINATION PORT,JUSTIN ANDREWS, 6/28/2021, 6/28/2021,File Opened
10224,7100091,77,40.0,15.0,28.0,JODI O, 6/03/2021,GCFOO01,G&C FOODS DISTRIBUTORS AND BROKERS,WILMINGTON DE,US,PUERTO BARRIOS,GT,19311.23,600,438.71,600,ARRIVED DESTINATION PORT,JUSTIN ANDREWS, 6/03/2021, 6/03/2021,File Opened
10225,7100092,77,40.0,15.0,28.0,JODI O, 5/21/2021,GCFOO01,G&C FOODS DISTRIBUTORS AND BROKERS,PORT EVERGLADES,US,CARTAGENA,CO,2223.365,25,25,25,ARRIVED DESTINATION PORT,JUSTIN ANDREWS, 6/28/2021, 6/28/2021,Delivered Date
10226,7100093-01,77,40.0,15.0,70.0,Susie Wilkinson, 6/02/2021,WISLLC02,"WISCOSEOUL, LLC",HOUSTON,US,DURBAN,ZA,22227.0,0,"-8,744.98",0,CONFIRMED ON BOARD,WENONA WESTERHOLD, 6/28/2021,  /  /    ,
10227,7100094-01,77,40.0,15.0,77.0,Justin Andrews, 6/28/2021,SUNPAP01,SUNSHINE PAPER COMPANY,LONG BEACH,US,MANILA NORTH HARBOUR,PH,970.0,0,0,0,OPEN,WENONA WESTERHOLD,  /  /    ,  /  /    ,File Opened
10228,7100095-01,77,40.0,15.0,77.0,Justin Andrews, 7/02/2021,SCEBIO01,SCENTRY BIOLOGICALS INC,HOUSTON,US,CAPE TOWN,ZA,6306.0,0,0,0,CONFIRMED ON BOARD,WENONA WESTERHOLD,  /  /    ,  /  /    ,File Opened
10229,7100097,10,40.0,15.0,28.0,JODI O, 6/24/2021,GCFOO01,G&C FOODS DISTRIBUTORS AND BROKERS,PORT EVERGLADES,US,CARTAGENA,CO,22835.11,25,25,25,ARRIVED DESTINATION PORT,JUSTIN ANDREWS, 6/24/2021, 6/24/2021,Delivered Date
10230,7200330,77,11.0,25.0,70.0,Susie Wilkinson, 2/05/2021,WISLLC02,"WISCOSEOUL, LLC",BUSAN,KR,"SEATTLE/TACOMA, WA      U",US,34877.0,"34,096.60","3,456.25","34,096.60",OPEN,JUSTIN ANDREWS, 2/10/2021, 2/28/2021,Invoice Printed BB Ocean
10231,7200344,77,11.0,25.0,70.0,Susie Wilkinson, 2/25/2021,AREBFE01,AREA BFE TENTS LLC,NINGBO,CN,TACOMA,US,9095.0,"27,677.20",47.78,"27,677.20",OPEN,WENONA WESTERHOLD, 3/11/2021, 3/23/2021,Invoice Printed BB Ocean
10232,7200348,77,11.0,25.0,77.0,Justin Andrews, 2/18/2021,ORAINC01,ORALABS INC,SHANGHAI,CN,LOS ANGELES INT'L AIRPORT,US,3528.0,"17,667.30","1,393.52","17,667.30",OPEN,JUSTIN ANDREWS, 2/26/2021, 2/26/2021,Invoice Printed BB Ocean
10233,7200350,77,11.0,25.0,70.0,Susie Wilkinson, 2/16/2021,WISLLC02,"WISCOSEOUL, LLC",BUSAN,KR,"SEATTLE/TACOMA, WA      U",US,10102.0,"29,827.73",993.6,"29,827.73",OPEN,JUSTIN ANDREWS, 2/18/2021, 3/31/2021,Invoice Printed BB Ocean
10234,7200357,77,11.0,25.0,70.0,Susie Wilkinson, 2/17/2021,WISLLC02,"WISCOSEOUL, LLC",BUSAN,KR,"SEATTLE/TACOMA, WA      U",US,15149.0,"43,779.61","1,923.85","43,779.61",OPEN,JUSTIN ANDREWS, 2/18/2021, 3/31/2021,Invoice Printed BB Ocean
10235,7200362,77,11.0,25.0,70.0,Susie Wilkinson, 2/09/2021,WISLLC02,"WISCOSEOUL, LLC",HAIPHONG,VN,LOS ANGELES,US,42750.0,"49,608.73","2,256.60","49,608.73",OPEN,JUSTIN ANDREWS, 2/18/2021, 3/31/2021,Invoice Printed BB Ocean
10236,7200363,77,11.0,25.0,70.0,Susie Wilkinson, 2/09/2021,WISLLC02,"WISCOSEOUL, LLC",VUNG TAU,VN,LOS ANGELES,US,10688.0,"11,887.33","1,173.65","11,887.33",OPEN,JUSTIN ANDREWS, 2/24/2021, 3/31/2021,Invoice Printed BB Ocean
10237,7200364,77,11.0,25.0,77.0,Justin Andrews, 2/04/2021,SUNPAP01,SUNSHINE PAPER COMPANY,ROTTERDAM,NL,PORTLAND,AU,8974.0,"11,275.78","1,340.00","11,275.78",OPEN,WENONA WESTERHOLD, 2/02/2021, 2/28/2021,Invoice Printed BB Ocean
10238,7200365,77,11.0,25.0,9999.0,AGENTS, 2/14/2021,MERSPE01,MERIDIAN SPED S.R.O.,SHANGHAI,CN,VANCOUVER,CA,11044.8,"5,970.50",135,"5,970.50",OPEN,WENONA WESTERHOLD, 2/09/2021, 3/31/2021,Invoice Printed BB Ocean
10239,7200367,77,11.0,25.0,70.0,Susie Wilkinson, 2/05/2021,WISLLC02,"WISCOSEOUL, LLC",BUSAN,KR,SEATTLE,US,10102.0,"29,697.73","1,506.10","29,697.73",OPEN,JUSTIN ANDREWS, 2/09/2021, 2/28/2021,Invoice Printed BB Ocean
10240,7200368,77,11.0,25.0,70.0,Susie Wilkinson, 3/01/2021,WISLLC02,"WISCOSEOUL, LLC",VUNG TAU,VN,LOS ANGELES,US,10688.0,"11,932.33","1,058.65","11,932.33",OPEN,JUSTIN ANDREWS, 3/01/2021, 3/31/2021,Invoice Printed BB Ocean
10241,7200369,77,11.0,25.0,70.0,Susie Wilkinson, 2/13/2021,WISLLC02,"WISCOSEOUL, LLC",HAIPHONG,VN,"OAKLAND, CA     USA",,42685.0,"49,273.68","2,089.85","49,273.68",OPEN,JUSTIN ANDREWS, 3/10/2021, 3/31/2021,Invoice Printed BB Ocean
10242,7200370,77,11.0,25.0,70.0,Susie Wilkinson, 2/23/2021,WISLLC02,"WISCOSEOUL, LLC",VUNG TAU,VN,LONG BEACH,US,32063.0,"57,615.33","1,820.15","34,171.33",OPEN,JUSTIN ANDREWS, 3/10/2021, 3/18/2021,Invoice Printed BB Ocean
10243,7200371,77,11.0,25.0,70.0,Susie Wilkinson, 3/05/2021,WISLLC02,"WISCOSEOUL, LLC",VUNG TAU,VN,LONG BEACH,US,39000.0,"36,048.62","1,745.70","36,048.62",OPEN,JUSTIN ANDREWS, 3/29/2021, 5/19/2021,Invoice Printed BB Ocean
10244,7200372,77,11.0,25.0,70.0,Susie Wilkinson, 2/11/2021,WISLLC02,"WISCOSEOUL, LLC",HAIPHONG,VN,LOS ANGELES,US,0.0,0,0,0,OPEN,JUSTIN ANDREWS,  /  /    ,  /  /    ,ISF Processed
10245,7200373,77,11.0,25.0,70.0,Susie Wilkinson, 3/08/2021,WISLLC02,"WISCOSEOUL, LLC",BUSAN,KR,SEATTLE,US,3546.0,"14,490.62","1,112.90","14,490.62",OPEN,JUSTIN ANDREWS, 3/16/2021, 3/31/2021,Invoice Printed BB Ocean
10246,7200374,77,11.0,25.0,77.0,Justin Andrews, 3/04/2021,TENLLC01,"TENSPRODUCTS, LLC",TAIPEI,TW,LOS ANGELES,US,726.0,"1,842.52",287.05,"1,842.52",OPEN,WENONA WESTERHOLD, 3/09/2021, 3/30/2021,Invoice Printed BB Ocean
10247,7200375,77,11.0,25.0,77.0,Justin Andrews, 2/23/2021,ORAINC01,ORALABS INC,SHANGHAI,CN,LOS ANGELES,US,6714.0,"30,142.98","2,962.90","30,142.98",OPEN,WENONA WESTERHOLD, 3/09/2021, 4/12/2021,Invoice Printed BB Ocean
10248,7200376,77,11.0,25.0,77.0,Justin Andrews, 3/01/2021,SCEBIO01,SCENTRY BIOLOGICALS INC,YANTIAN,CN,LOS ANGELES,US,15151.6,"33,211.50","2,193.15","33,211.50",OPEN,WENONA WESTERHOLD, 2/25/2021, 3/23/2021,Invoice Printed BB Ocean
10249,7200378-01,77,21.0,25.0,38.0,Christine Roderick, 2/22/2021,DELIND03,DELTA INDUSTRIES INC,YANTIAN,CN,VANCOUVER,CA,4886.0,"11,694.30",123.5,"11,694.30",OPEN,WENONA WESTERHOLD, 4/05/2021,  /  /    ,ISF Processed
10250,7200378-02,77,21.0,25.0,38.0,Christine Roderick, 2/22/2021,DELIND03,DELTA INDUSTRIES INC,YANTIAN,CN,VANCOUVER,CA,4886.56,"4,112.50",93.5,"4,112.50",OPEN,WENONA WESTERHOLD, 4/05/2021,  /  /    ,ISF Processed
10251,7200379,77,11.0,25.0,70.0,Susie Wilkinson, 3/04/2021,STETOO01,STEELMAX TOOLS LLC,KOBE,JP,LOS ANGELES,US,606.0,"1,103.11",1.59,"1,103.11",OPEN,WENONA WESTERHOLD, 3/09/2021, 5/27/2021,Invoice Printed BB Ocean
10252,7200380,77,11.0,25.0,77.0,Justin Andrews, 2/16/2021,SCICOR02,SCINTEC CORPORATION,HAMBURG,DE,NEW YORK,US,93.0,211.36,17.5,211.36,OPEN,WENONA WESTERHOLD, 2/11/2021, 2/28/2021,Invoice Printed BB Ocean
10253,7200381,77,11.0,25.0,70.0,Susie Wilkinson, 2/25/2021,WISLLC02,"WISCOSEOUL, LLC",HAIPHONG,VN,LOS ANGELES,US,32117.0,"41,916.88","3,253.30","41,916.88",OPEN,JUSTIN ANDREWS, 3/29/2021, 5/19/2021,Invoice Printed BB Ocean
10254,7200382,77,11.0,25.0,77.0,Justin Andrews, 3/10/2021,NEGINC01,"NEGATIVE, INC.",HONG KONG,HK,LONG BEACH,US,1271.0,"3,102.61",810.75,"3,102.61",OPEN,WENONA WESTERHOLD, 4/02/2021, 5/24/2021,Invoice Printed BB Ocean
10255,7200383-01,77,11.0,25.0,,, 2/18/2021,TELLLC01,TELEFLORA LLC,QINGDAO,CN,TACOMA,US,6904.65,"3,864.31",89.56,0,OPEN,WENONA WESTERHOLD, 3/24/2021,  /  /    ,File Opened
10256,7200383-02,77,11.0,25.0,,, 2/18/2021,TELLLC01,TELEFLORA LLC,QINGDAO,CN,TACOMA,US,7532.0,"2,608.19",60.44,0,OPEN,WENONA WESTERHOLD, 3/24/2021,  /  /    ,File Opened
10257,7200384,77,11.0,25.0,9999.0,AGENTS, 2/14/2021,MERSPE01,MERIDIAN SPED S.R.O.,QINGDAO,CN,LONG BEACH,US,7364.4,"3,908.50",135,"3,908.50",OPEN,WENONA WESTERHOLD, 2/11/2021, 2/26/2021,Invoice Printed BB Ocean
10258,7200385,77,11.0,25.0,70.0,Susie Wilkinson, 4/27/2021,WISLLC02,"WISCOSEOUL, LLC",CAI MEP,VN,LONG BEACH,US,16636.0,"16,232.23","1,133.25","16,232.23",OPEN,JUSTIN ANDREWS, 4/26/2021, 5/20/2021,Invoice Printed BB Ocean
10259,7200386,77,11.0,25.0,70.0,Susie Wilkinson, 3/04/2021,WISLLC02,"WISCOSEOUL, LLC",BUSAN,KR,SEATTLE,US,1157.0,"5,487.06","1,252.17","5,487.06",OPEN,JUSTIN ANDREWS, 3/05/2021, 3/31/2021,Invoice Printed BB Ocean
10260,7200387-01,77,11.0,25.0,77.0,Justin Andrews, 4/01/2021,NEGINC01,"NEGATIVE, INC.",HONG KONG,HK,LONG BEACH,US,257.0,"1,448.41",395.71,"1,448.41",CONFIRMED ON BOARD,WENONA WESTERHOLD, 3/30/2021,  /  /    ,Vessel Departure
10261,7200387-02,77,11.0,25.0,77.0,Justin Andrews, 4/01/2021,NEGINC01,"NEGATIVE, INC.",HONG KONG,HK,LONG BEACH,US,127.0,134.49,39.38,134.49,OPEN,WENONA WESTERHOLD, 5/21/2021,  /  /    ,ISF Processed
10262,7200388,77,11.0,25.0,35.0,TDOONER, 3/16/2021,CNCSTE01,CNC STEP USA LLC,HAMBURG,DE,BALTIMORE,US,143.0,"1,674.62",400,"1,674.62",OPEN,JUSTIN ANDREWS, 3/09/2021, 3/31/2021,Invoice Printed BB Ocean
10263,7200389,77,11.0,25.0,77.0,Justin Andrews, 3/18/2021,ORAINC01,ORALABS INC,SHANGHAI,CN,LONG BEACH,US,2039.0,"12,692.56","1,304.12","12,692.56",OPEN,WENONA WESTERHOLD, 3/17/2021, 3/31/2021,Invoice Printed BB Ocean
10264,7200391,77,11.0,25.0,77.0,Justin Andrews, 4/15/2021,NEGINC01,"NEGATIVE, INC.",HONG KONG,HK,LONG BEACH,US,991.0,"3,011.02",873.56,"3,011.02",OPEN,WENONA WESTERHOLD, 4/20/2021, 5/21/2021,Invoice Printed BB Ocean
10265,7200392,77,11.0,25.0,77.0,Justin Andrews, 3/03/2021,ROZCOM01,ROZEK COMPANY,,,,,0.0,0,0,0,OPEN,JUSTIN ANDREWS,  /  /    ,  /  /    ,ISF Processed
10266,7200393,77,11.0,25.0,70.0,Susie Wilkinson, 4/07/2021,WISLLC02,"WISCOSEOUL, LLC",CAI MEP,VN,LOS ANGELES,US,19174.0,0,"-13,822.02",0,CONFIRMED ON BOARD,JUSTIN ANDREWS, 4/30/2021,  /  /    ,ISF Processed
10267,7200394,77,11.0,25.0,35.0,TDOONER, 4/08/2021,CNCSTE01,CNC STEP USA LLC,HAMBURG,DE,BALTIMORE,US,100.0,"1,658.62",427.5,"1,658.62",OPEN,JUSTIN ANDREWS, 4/07/2021, 6/25/2021,Invoice Printed BB Ocean
10268,7200395,77,11.0,25.0,77.0,Justin Andrews, 5/02/2021,TENLLC01,"TENSPRODUCTS, LLC",TAIPEI,TW,LOS ANGELES,US,1091.0,"2,767.05",397.86,"2,767.05",OPEN,WENONA WESTERHOLD, 5/14/2021, 6/30/2021,Invoice Printed BB Ocean
10269,7200396,77,11.0,25.0,77.0,Justin Andrews, 5/13/2021,ORAINC01,ORALABS INC,SHANGHAI,CN,LOS ANGELES,US,3763.0,"19,103.98","1,754.65","19,103.98",OPEN,WENONA WESTERHOLD, 5/13/2021, 6/22/2021,Invoice Printed BB Ocean
10270,7200397,77,11.0,25.0,77.0,Justin Andrews, 4/15/2021,ORAINC01,ORALABS INC,SHANGHAI,CN,LOS ANGELES,US,6152.0,"27,648.16",935.57,"27,648.16",OPEN,WENONA WESTERHOLD, 4/26/2021, 4/30/2021,Invoice Printed BB Ocean
10271,7200398,77,21.0,25.0,35.0,TDOONER, 3/26/2021,CNCSTE01,CNC STEP USA LLC,HAMBURG,DE,CHICAGO,US,281.0,"2,258.53",380,"2,258.53",OPEN,WENONA WESTERHOLD, 4/01/2021, 5/20/2021,Invoice Printed BB Ocean
10272,7200399,77,11.0,25.0,,, 4/21/2021,GREROB01,"GREEN, ROBERT RALPH",SHANGHAI,CN,LOS ANGELES,US,1082.0,"3,243.04",343.59,"3,243.04",OPEN,JUSTIN ANDREWS, 4/12/2021, 5/03/2021,Invoice Printed BB Ocean
10273,7200400,77,11.0,25.0,9999.0,AGENTS, 4/18/2021,ATLPAC06,ATLANTIC PACIFIC GLOBAL LOGISTICS L,ANTWERP,BE,BALTIMORE,US,2812.0,0,75,0,OPEN,WENONA WESTERHOLD, 5/21/2021, 5/21/2021,ISF Processed
10274,7200401,77,11.0,25.0,77.0,Justin Andrews, 4/11/2021,SCEBIO01,SCENTRY BIOLOGICALS INC,YANTIAN,CN,LONG BEACH,US,4863.2,"11,067.00","1,205.56","11,067.00",OPEN,WENONA WESTERHOLD, 4/23/2021, 5/27/2021,Invoice Printed BB Ocean
10275,7200402,77,11.0,25.0,35.0,TDOONER, 5/07/2021,CNCSTE01,CNC STEP USA LLC,HAMBURG,DE,OAKLAND,US,404.0,0,-366.55,0,OPEN,WENONA WESTERHOLD, 5/07/2021,  /  /    ,ISF Processed
10276,7200403-01,77,11.0,25.0,77.0,Justin Andrews, 5/09/2021,NEGINC01,"NEGATIVE, INC.",HONG KONG,HK,LONG BEACH,US,479.0,0,-797.3,0,CONFIRMED ON BOARD,WENONA WESTERHOLD, 5/03/2021,  /  /    ,Vessel Departure
10277,7200403-02,77,11.0,25.0,77.0,Justin Andrews, 5/09/2021,NEGINC01,"NEGATIVE, INC.",HONG KONG,HK,LONG BEACH,US,479.0,0,-116.61,0,OPEN,WENONA WESTERHOLD, 5/20/2021, 7/06/2021,ISF Processed
10278,7200404,77,11.0,25.0,35.0,TDOONER, 4/25/2021,CNCSTE01,CNC STEP USA LLC,GENOVA,IT,NEW YORK,US,400.0,"2,313.05",450.1,"2,313.05",OPEN,WENONA WESTERHOLD, 5/05/2021, 6/25/2021,Invoice Printed BB Ocean
10279,7200405,77,11.0,25.0,77.0,Justin Andrews, 4/19/2021,TENLLC01,"TENSPRODUCTS, LLC",SHANGHAI,CN,LONG BEACH,US,172.0,"2,059.79",283.17,"2,059.79",ARRIVED DESTINATION PORT,WENONA WESTERHOLD, 4/22/2021, 5/27/2021,Invoice Printed BB Ocean
10280,7200406,77,11.0,25.0,70.0,Susie Wilkinson, 5/03/2021,TAMFIT01,TAMAGA FITNESS LLC,SHANGHAI,CN,LONG BEACH,US,13487.0,"23,805.33","3,120.06","23,805.33",OPEN,WENONA WESTERHOLD, 4/30/2021, 5/27/2021,Invoice Printed BB Ocean
10281,7200407,77,11.0,25.0,77.0,Justin Andrews, 5/16/2021,TENLLC01,"TENSPRODUCTS, LLC",TAIPEI,TW,LOS ANGELES,US,2745.0,0,"-1,169.60",0,OPEN,WENONA WESTERHOLD, 5/20/2021,  /  /    ,ISF Processed
10282,7200408,77,11.0,25.0,9999.0,AGENTS, 5/15/2021,MERSPE01,MERIDIAN SPED S.R.O.,QINGDAO,CN,NEW YORK,US,15299.37,"5,355.00",115.5,"5,355.00",OPEN,WENONA WESTERHOLD, 5/25/2021, 5/25/2021,Invoice Printed BB Ocean
10283,7200409,77,11.0,25.0,77.0,Justin Andrews, 5/21/2021,RECINC01,RECLINER INC,QINGDAO,CN,NEW YORK,US,967.0,"5,863.56",365.49,"5,863.56",OPEN,WENONA WESTERHOLD, 5/20/2021, 5/27/2021,Invoice Printed BB Ocean
10284,7200410,77,11.0,25.0,77.0,Justin Andrews, 5/22/2021,ICWGRO01,"ICW GROUP, LLC",YANTIAN,CN,LONG BEACH,US,1979.0,0,"-4,149.70",0,OPEN,WENONA WESTERHOLD, 5/26/2021,  /  /    ,ISF Processed
10285,7200411,77,11.0,25.0,77.0,Justin Andrews, 5/31/2021,ORAINC01,ORALABS INC,SHANGHAI,CN,LOS ANGELES,US,12541.0,"55,942.26","1,756.75","55,942.26",OPEN,WENONA WESTERHOLD, 5/27/2021, 6/28/2021,Invoice Printed BB Ocean
10286,7200412,77,11.0,25.0,35.0,TDOONER, 5/27/2021,CNCSTE01,CNC STEP USA LLC,GENOVA,IT,CHARLESTOWN,US,700.0,"4,518.72",565,"4,518.72",OPEN,WENONA WESTERHOLD, 5/26/2021, 6/25/2021,Invoice Printed BB Ocean
10287,7200413,77,11.0,25.0,77.0,Justin Andrews, 6/12/2021,ROZCOM01,ROZEK COMPANY,YANTIAN,CN,TACOMA,US,0.0,0,"-12,215.00",0,IN TRANSIT,JUSTIN ANDREWS, 6/25/2021,  /  /    ,File Opened
10288,7200414,77,11.0,25.0,77.0,Justin Andrews, 5/06/2021,SUNPAP01,SUNSHINE PAPER COMPANY,ANTWERP,BE,HOUSTON,US,6745.0,0,"-9,034.94",0,CONFIRMED ON BOARD,WENONA WESTERHOLD, 5/17/2021,  /  /    ,File Opened
10289,7200415-01,77,11.0,25.0,,, 5/01/2021,TELLLC01,TELEFLORA LLC,QINGDAO,CN,LONG BEACH,US,20513.15,"8,641.57",294.63,0,ARRIVED DESTINATION PORT,WENONA WESTERHOLD, 4/29/2021,  /  /    ,Empty Return
10290,7200415-02,77,11.0,25.0,,, 5/01/2021,TELLLC01,TELEFLORA LLC,QINGDAO,CN,LONG BEACH,US,4755.0,"3,090.35",105.37,0,ARRIVED DESTINATION PORT,WENONA WESTERHOLD, 4/29/2021,  /  /    ,Empty Return
10291,7200416,77,11.0,25.0,77.0,Justin Andrews, 6/17/2021,RECINC01,RECLINER INC,QINGDAO,CN,"NEW YORK, NY    USA",,844.0,0,"-7,667.53",0,IN TRANSIT,WENONA WESTERHOLD, 6/22/2021,  /  /    ,ISF Processed
10292,7200417,77,11.0,25.0,70.0,Susie Wilkinson, 5/27/2021,STETOO01,STEELMAX TOOLS LLC,SHANGHAI,CN,LOS ANGELES,US,2150.0,0,"-8,667.77",0,ARRIVED DESTINATION PORT,WENONA WESTERHOLD, 6/22/2021,  /  /    ,ISF Processed
10293,7200418,77,11.0,25.0,77.0,Justin Andrews, 6/10/2021,TENLLC01,"TENSPRODUCTS, LLC",TAIPEI,TW,LOS ANGELES,US,3139.0,0,"-1,366.43",0,ARRIVED DESTINATION PORT,WENONA WESTERHOLD, 6/23/2021,  /  /    ,ISF Processed
10294,7200419,77,11.0,25.0,70.0,Susie Wilkinson, 6/27/2021,WISLLC02,"WISCOSEOUL, LLC",BUSAN,KR,DURBAN,ZA,15600.0,0,0,0,IN TRANSIT,WENONA WESTERHOLD,  /  /    ,  /  /    ,ISF Processed
10295,7200420,77,11.0,25.0,70.0,Susie Wilkinson, 6/13/2021,STETOO01,STEELMAX TOOLS LLC,SHANGHAI,CN,LOS ANGELES,US,0.0,0,-39.5,0,IN TRANSIT,WENONA WESTERHOLD, 6/28/2021,  /  /    ,ISF Processed
10296,7200421,77,11.0,25.0,70.0,Susie Wilkinson, 6/12/2021,WISLLC02,"WISCOSEOUL, LLC",HO CHI MINH,VN,DURBAN,ZA,11315.78,0,0,0,OPEN,WENONA WESTERHOLD,  /  /    ,  /  /    ,ISF Processed
10297,7200422,77,11.0,25.0,77.0,Justin Andrews, 6/30/2021,GATLLC01,GATHERCRAFT LLC,DALIAN,CN,SEATTLE,US,0.0,0,0,0,IN TRANSIT,WENONA WESTERHOLD,  /  /    ,  /  /    ,ISF Processed
10298,7200424,77,11.0,25.0,77.0,Justin Andrews, 6/20/2021,ROZCOM01,ROZEK COMPANY,HONG KONG,HK,LONG BEACH,US,0.0,0,0,0,IN TRANSIT,WENONA WESTERHOLD,  /  /    ,  /  /    ,ISF Processed
10299,7200426-01,77,11.0,25.0,9999.0,AGENTS, 6/02/2021,MERSPE01,MERIDIAN SPED S.R.O.,XINGANG,CN,VANCOUVER,US,4755.2,"5,340.40",164.64,"5,340.40",OPEN,WENONA WESTERHOLD, 6/22/2021,  /  /    ,File Opened
10300,7200426-02,77,11.0,25.0,,, 6/02/2021,TELLLC01,TELEFLORA LLC,XINGANG,CN,VANCOUVER,US,1876.5,"1,147.10",35.36,0,OPEN,WENONA WESTERHOLD, 6/22/2021,  /  /    ,File Opened
10301,7200429,77,11.0,25.0,77.0,Justin Andrews, 6/24/2021,ORAINC01,ORALABS INC,SHANGHAI,CN,LOS ANGELES,US,4288.0,0,"-14,902.41",0,IN TRANSIT,WENONA WESTERHOLD, 6/22/2021,  /  /    ,ISF Processed
10302,7200430,77,11.0,25.0,77.0,Justin Andrews, 7/04/2021,ROZCOM01,ROZEK COMPANY,SHENZHEN,CN,LOS ANGELES,US,0.0,0,0,0,OPEN,WENONA WESTERHOLD,  /  /    ,  /  /    ,ISF Processed
10303,7200439,77,11.0,25.0,77.0,Justin Andrews, 6/24/2021,WILGOO01,WILD GOOSE CANNING TECHNOLOGIES,ROTTERDAM,NL,NEW YORK,US,0.0,0,0,0,OPEN,WENONA WESTERHOLD,  /  /    ,  /  /    ,ISF Processed
10304,730000212-01,77,11.0,35.0,70.0,Susie Wilkinson, 3/01/2021,WISLLC02,"WISCOSEOUL, LLC","DENVER, CO      USA",US,BUENOS AIRES - EZEIZA/MIN,AR,393.0,"11,065.25","1,621.55","11,065.25",PRE-SHIPMENT,WENONA WESTERHOLD, 3/01/2021, 3/01/2021,Delievered
10305,730000213-01,77,11.0,35.0,77.0,Justin Andrews, 2/05/2021,CRAAND02,CRATERS AND FREIGHTERS,"DENVER, CO      USA",US,TOKYO - NARITA  JAPAN,JP,283.0,"1,058.19",-153.06,"1,058.19",PRE-SHIPMENT,JUSTIN ANDREWS, 2/05/2021, 5/04/2021,Delievered
10306,730000214-01,77,11.0,35.0,70.0,Susie Wilkinson, 3/19/2021,WISLLC02,"WISCOSEOUL, LLC",LOS ANGELES INT'L AIRPORT,US,LIMA,PE,72.0,"17,619.15",745.01,"17,619.15",PRE-SHIPMENT,WENONA WESTERHOLD, 3/19/2021, 3/19/2021,File Opened
10307,730000215-01,77,11.0,35.0,70.0,Susie Wilkinson, 3/09/2021,WISLLC02,"WISCOSEOUL, LLC",LOS ANGELES INT'L AIRPORT,US,LIMA,PE,171.0,"14,735.66",556.74,"14,735.66",PRE-SHIPMENT,WENONA WESTERHOLD, 3/09/2021, 3/09/2021,File Opened
10308,730000217,77,11.0,35.0,70.0,Susie Wilkinson, 2/04/2021,WISLLC02,"WISCOSEOUL, LLC",,,,,1.0,"10,872.00","1,702.00","10,872.00",PRE-SHIPMENT,JUSTIN ANDREWS, 2/04/2021, 2/04/2021,File Opened
10309,730000218,77,11.0,35.0,70.0,Susie Wilkinson, 2/05/2021,WISCOS01,WISCOSEOUL,"DENVER, CO      USA",US,MEXICO CITY,MX,300.0,"2,643.75",823.92,0,PRE-SHIPMENT,WENONA WESTERHOLD, 2/05/2021, 2/05/2021,File Opened
10310,730000219,77,11.0,35.0,77.0,Justin Andrews, 2/15/2021,SCEBIO01,SCENTRY BIOLOGICALS INC,CHICAGO O'HARE,US,CAPE TOWN,ZA,300.0,"1,904.30",194.94,"1,904.30",PRE-SHIPMENT,WENONA WESTERHOLD, 2/15/2021, 2/15/2021,File Opened
10311,730000220,77,11.0,35.0,77.0,Justin Andrews, 2/27/2021,SCEBIO01,SCENTRY BIOLOGICALS INC,"DENVER, CO      USA",US,CAPE TOWN,ZA,120.0,"1,741.88",475.89,"1,741.88",PRE-SHIPMENT,WENONA WESTERHOLD, 2/27/2021, 2/27/2021,File Opened
10312,730000221-01,77,11.0,35.0,77.0,Justin Andrews, 3/05/2021,CRAAND02,CRATERS AND FREIGHTERS,"DENVER, CO      USA",US,TOKYO - NARITA  JAPAN,JP,570.0,912.48,202.29,912.48,PRE-SHIPMENT,WENONA WESTERHOLD, 3/05/2021, 3/05/2021,File Opened
10313,730000222-01,77,11.0,35.0,77.0,Justin Andrews, 3/09/2021,SUNPAP01,SUNSHINE PAPER COMPANY,"DENVER, CO      USA",US,BANGKOK,TH,93.0,849,270.54,849,PRE-SHIPMENT,WENONA WESTERHOLD, 3/09/2021, 3/09/2021,File Opened
10314,730000223,77,11.0,35.0,70.0,Susie Wilkinson, 2/28/2021,WISLLC02,"WISCOSEOUL, LLC",,,,,1.0,"26,856.00","4,476.00","26,856.00",PRE-SHIPMENT,JUSTIN ANDREWS, 2/28/2021, 2/28/2021,File Opened
10315,730000224,77,11.0,35.0,70.0,Susie Wilkinson, 3/25/2021,WISCOS01,WISCOSEOUL,"DENVER, CO      USA",US,MEXICO CITY,MX,340.0,"1,963.60",405.75,0,PRE-SHIPMENT,WENONA WESTERHOLD, 3/25/2021, 3/25/2021,File Opened
10316,730000225,77,11.0,35.0,77.0,Justin Andrews, 4/06/2021,SCEBIO01,SCENTRY BIOLOGICALS INC,"DENVER, CO      USA",US,CAPE TOWN,ZA,13.0,381.85,128.05,381.85,PRE-SHIPMENT,WENONA WESTERHOLD, 5/04/2021, 5/04/2021,File Opened
